,Latitude,Longitude
0,51.7001,-0.5401
1,51.7001,-0.5006
2,51.7001,-0.4611
3,51.7001,-0.42160000000000003
4,51.7001,-0.3821
5,51.7001,-0.3426
6,51.7001,-0.30310000000000004
7,51.7001,-0.2636
8,51.7001,-0.22410000000000002
9,51.7001,-0.18460000000000004
10,51.7001,-0.1451
11,51.7001,-0.10560000000000003
12,51.7001,-0.06610000000000005
13,51.7001,-0.026600000000000068
14,51.7001,0.012900000000000023
15,51.7001,0.0524
16,51.7001,0.09189999999999998
17,51.7001,0.13139999999999996
18,51.7001,0.17089999999999994
19,51.7001,0.21040000000000003
20,51.7001,0.2499
21,51.6826,-0.5401
22,51.6826,-0.5006
23,51.6826,-0.4611
24,51.6826,-0.42160000000000003
25,51.6826,-0.3821
26,51.6826,-0.3426
27,51.6826,-0.30310000000000004
28,51.6826,-0.2636
29,51.6826,-0.22410000000000002
30,51.6826,-0.18460000000000004
31,51.6826,-0.1451
32,51.6826,-0.10560000000000003
33,51.6826,-0.06610000000000005
34,51.6826,-0.026600000000000068
35,51.6826,0.012900000000000023
36,51.6826,0.0524
37,51.6826,0.09189999999999998
38,51.6826,0.13139999999999996
39,51.6826,0.17089999999999994
40,51.6826,0.21040000000000003
41,51.6826,0.2499
42,51.665099999999995,-0.5401
43,51.665099999999995,-0.5006
44,51.665099999999995,-0.4611
45,51.665099999999995,-0.42160000000000003
46,51.665099999999995,-0.3821
47,51.665099999999995,-0.3426
48,51.665099999999995,-0.30310000000000004
49,51.665099999999995,-0.2636
50,51.665099999999995,-0.22410000000000002
51,51.665099999999995,-0.18460000000000004
52,51.665099999999995,-0.1451
53,51.665099999999995,-0.10560000000000003
54,51.665099999999995,-0.06610000000000005
55,51.665099999999995,-0.026600000000000068
56,51.665099999999995,0.012900000000000023
57,51.665099999999995,0.0524
58,51.665099999999995,0.09189999999999998
59,51.665099999999995,0.13139999999999996
60,51.665099999999995,0.17089999999999994
61,51.665099999999995,0.21040000000000003
62,51.665099999999995,0.2499
63,51.6476,-0.5401
64,51.6476,-0.5006
65,51.6476,-0.4611
66,51.6476,-0.42160000000000003
67,51.6476,-0.3821
68,51.6476,-0.3426
69,51.6476,-0.30310000000000004
70,51.6476,-0.2636
71,51.6476,-0.22410000000000002
72,51.6476,-0.18460000000000004
73,51.6476,-0.1451
74,51.6476,-0.10560000000000003
75,51.6476,-0.06610000000000005
76,51.6476,-0.026600000000000068
77,51.6476,0.012900000000000023
78,51.6476,0.0524
79,51.6476,0.09189999999999998
80,51.6476,0.13139999999999996
81,51.6476,0.17089999999999994
82,51.6476,0.21040000000000003
83,51.6476,0.2499
84,51.6301,-0.5401
85,51.6301,-0.5006
86,51.6301,-0.4611
87,51.6301,-0.42160000000000003
88,51.6301,-0.3821
89,51.6301,-0.3426
90,51.6301,-0.30310000000000004
91,51.6301,-0.2636
92,51.6301,-0.22410000000000002
93,51.6301,-0.18460000000000004
94,51.6301,-0.1451
95,51.6301,-0.10560000000000003
96,51.6301,-0.06610000000000005
97,51.6301,-0.026600000000000068
98,51.6301,0.012900000000000023
99,51.6301,0.0524
100,51.6301,0.09189999999999998
101,51.6301,0.13139999999999996
102,51.6301,0.17089999999999994
103,51.6301,0.21040000000000003
104,51.6301,0.2499
105,51.6126,-0.5401
106,51.6126,-0.5006
107,51.6126,-0.4611
108,51.6126,-0.42160000000000003
109,51.6126,-0.3821
110,51.6126,-0.3426
111,51.6126,-0.30310000000000004
112,51.6126,-0.2636
113,51.6126,-0.22410000000000002
114,51.6126,-0.18460000000000004
115,51.6126,-0.1451
116,51.6126,-0.10560000000000003
117,51.6126,-0.06610000000000005
118,51.6126,-0.026600000000000068
119,51.6126,0.012900000000000023
120,51.6126,0.0524
121,51.6126,0.09189999999999998
122,51.6126,0.13139999999999996
123,51.6126,0.17089999999999994
124,51.6126,0.21040000000000003
125,51.6126,0.2499
126,51.5951,-0.5401
127,51.5951,-0.5006
128,51.5951,-0.4611
129,51.5951,-0.42160000000000003
130,51.5951,-0.3821
131,51.5951,-0.3426
132,51.5951,-0.30310000000000004
133,51.5951,-0.2636
134,51.5951,-0.22410000000000002
135,51.5951,-0.18460000000000004
136,51.5951,-0.1451
137,51.5951,-0.10560000000000003
138,51.5951,-0.06610000000000005
139,51.5951,-0.026600000000000068
140,51.5951,0.012900000000000023
141,51.5951,0.0524
142,51.5951,0.09189999999999998
143,51.5951,0.13139999999999996
144,51.5951,0.17089999999999994
145,51.5951,0.21040000000000003
146,51.5951,0.2499
147,51.5776,-0.5401
148,51.5776,-0.5006
149,51.5776,-0.4611
150,51.5776,-0.42160000000000003
151,51.5776,-0.3821
152,51.5776,-0.3426
153,51.5776,-0.30310000000000004
154,51.5776,-0.2636
155,51.5776,-0.22410000000000002
156,51.5776,-0.18460000000000004
157,51.5776,-0.1451
158,51.5776,-0.10560000000000003
159,51.5776,-0.06610000000000005
160,51.5776,-0.026600000000000068
161,51.5776,0.012900000000000023
162,51.5776,0.0524
163,51.5776,0.09189999999999998
164,51.5776,0.13139999999999996
165,51.5776,0.17089999999999994
166,51.5776,0.21040000000000003
167,51.5776,0.2499
168,51.5601,-0.5401
169,51.5601,-0.5006
170,51.5601,-0.4611
171,51.5601,-0.42160000000000003
172,51.5601,-0.3821
173,51.5601,-0.3426
174,51.5601,-0.30310000000000004
175,51.5601,-0.2636
176,51.5601,-0.22410000000000002
177,51.5601,-0.18460000000000004
178,51.5601,-0.1451
179,51.5601,-0.10560000000000003
180,51.5601,-0.06610000000000005
181,51.5601,-0.026600000000000068
182,51.5601,0.012900000000000023
183,51.5601,0.0524
184,51.5601,0.09189999999999998
185,51.5601,0.13139999999999996
186,51.5601,0.17089999999999994
187,51.5601,0.21040000000000003
188,51.5601,0.2499
189,51.5426,-0.5401
190,51.5426,-0.5006
191,51.5426,-0.4611
192,51.5426,-0.42160000000000003
193,51.5426,-0.3821
194,51.5426,-0.3426
195,51.5426,-0.30310000000000004
196,51.5426,-0.2636
197,51.5426,-0.22410000000000002
198,51.5426,-0.18460000000000004
199,51.5426,-0.1451
200,51.5426,-0.10560000000000003
201,51.5426,-0.06610000000000005
202,51.5426,-0.026600000000000068
203,51.5426,0.012900000000000023
204,51.5426,0.0524
205,51.5426,0.09189999999999998
206,51.5426,0.13139999999999996
207,51.5426,0.17089999999999994
208,51.5426,0.21040000000000003
209,51.5426,0.2499
210,51.525099999999995,-0.5401
211,51.525099999999995,-0.5006
212,51.525099999999995,-0.4611
213,51.525099999999995,-0.42160000000000003
214,51.525099999999995,-0.3821
215,51.525099999999995,-0.3426
216,51.525099999999995,-0.30310000000000004
217,51.525099999999995,-0.2636
218,51.525099999999995,-0.22410000000000002
219,51.525099999999995,-0.18460000000000004
220,51.525099999999995,-0.1451
221,51.525099999999995,-0.10560000000000003
222,51.525099999999995,-0.06610000000000005
223,51.525099999999995,-0.026600000000000068
224,51.525099999999995,0.012900000000000023
225,51.525099999999995,0.0524
226,51.525099999999995,0.09189999999999998
227,51.525099999999995,0.13139999999999996
228,51.525099999999995,0.17089999999999994
229,51.525099999999995,0.21040000000000003
230,51.525099999999995,0.2499
231,51.5076,-0.5401
232,51.5076,-0.5006
233,51.5076,-0.4611
234,51.5076,-0.42160000000000003
235,51.5076,-0.3821
236,51.5076,-0.3426
237,51.5076,-0.30310000000000004
238,51.5076,-0.2636
239,51.5076,-0.22410000000000002
240,51.5076,-0.18460000000000004
241,51.5076,-0.1451
242,51.5076,-0.10560000000000003
243,51.5076,-0.06610000000000005
244,51.5076,-0.026600000000000068
245,51.5076,0.012900000000000023
246,51.5076,0.0524
247,51.5076,0.09189999999999998
248,51.5076,0.13139999999999996
249,51.5076,0.17089999999999994
250,51.5076,0.21040000000000003
251,51.5076,0.2499
252,51.4901,-0.5401
253,51.4901,-0.5006
254,51.4901,-0.4611
255,51.4901,-0.42160000000000003
256,51.4901,-0.3821
257,51.4901,-0.3426
258,51.4901,-0.30310000000000004
259,51.4901,-0.2636
260,51.4901,-0.22410000000000002
261,51.4901,-0.18460000000000004
262,51.4901,-0.1451
263,51.4901,-0.10560000000000003
264,51.4901,-0.06610000000000005
265,51.4901,-0.026600000000000068
266,51.4901,0.012900000000000023
267,51.4901,0.0524
268,51.4901,0.09189999999999998
269,51.4901,0.13139999999999996
270,51.4901,0.17089999999999994
271,51.4901,0.21040000000000003
272,51.4901,0.2499
273,51.4726,-0.5401
274,51.4726,-0.5006
275,51.4726,-0.4611
276,51.4726,-0.42160000000000003
277,51.4726,-0.3821
278,51.4726,-0.3426
279,51.4726,-0.30310000000000004
280,51.4726,-0.2636
281,51.4726,-0.22410000000000002
282,51.4726,-0.18460000000000004
283,51.4726,-0.1451
284,51.4726,-0.10560000000000003
285,51.4726,-0.06610000000000005
286,51.4726,-0.026600000000000068
287,51.4726,0.012900000000000023
288,51.4726,0.0524
289,51.4726,0.09189999999999998
290,51.4726,0.13139999999999996
291,51.4726,0.17089999999999994
292,51.4726,0.21040000000000003
293,51.4726,0.2499
294,51.4551,-0.5401
295,51.4551,-0.5006
296,51.4551,-0.4611
297,51.4551,-0.42160000000000003
298,51.4551,-0.3821
299,51.4551,-0.3426
300,51.4551,-0.30310000000000004
301,51.4551,-0.2636
302,51.4551,-0.22410000000000002
303,51.4551,-0.18460000000000004
304,51.4551,-0.1451
305,51.4551,-0.10560000000000003
306,51.4551,-0.06610000000000005
307,51.4551,-0.026600000000000068
308,51.4551,0.012900000000000023
309,51.4551,0.0524
310,51.4551,0.09189999999999998
311,51.4551,0.13139999999999996
312,51.4551,0.17089999999999994
313,51.4551,0.21040000000000003
314,51.4551,0.2499
315,51.437599999999996,-0.5401
316,51.437599999999996,-0.5006
317,51.437599999999996,-0.4611
318,51.437599999999996,-0.42160000000000003
319,51.437599999999996,-0.3821
320,51.437599999999996,-0.3426
321,51.437599999999996,-0.30310000000000004
322,51.437599999999996,-0.2636
323,51.437599999999996,-0.22410000000000002
324,51.437599999999996,-0.18460000000000004
325,51.437599999999996,-0.1451
326,51.437599999999996,-0.10560000000000003
327,51.437599999999996,-0.06610000000000005
328,51.437599999999996,-0.026600000000000068
329,51.437599999999996,0.012900000000000023
330,51.437599999999996,0.0524
331,51.437599999999996,0.09189999999999998
332,51.437599999999996,0.13139999999999996
333,51.437599999999996,0.17089999999999994
334,51.437599999999996,0.21040000000000003
335,51.437599999999996,0.2499
336,51.4201,-0.5401
337,51.4201,-0.5006
338,51.4201,-0.4611
339,51.4201,-0.42160000000000003
340,51.4201,-0.3821
341,51.4201,-0.3426
342,51.4201,-0.30310000000000004
343,51.4201,-0.2636
344,51.4201,-0.22410000000000002
345,51.4201,-0.18460000000000004
346,51.4201,-0.1451
347,51.4201,-0.10560000000000003
348,51.4201,-0.06610000000000005
349,51.4201,-0.026600000000000068
350,51.4201,0.012900000000000023
351,51.4201,0.0524
352,51.4201,0.09189999999999998
353,51.4201,0.13139999999999996
354,51.4201,0.17089999999999994
355,51.4201,0.21040000000000003
356,51.4201,0.2499
357,51.4026,-0.5401
358,51.4026,-0.5006
359,51.4026,-0.4611
360,51.4026,-0.42160000000000003
361,51.4026,-0.3821
362,51.4026,-0.3426
363,51.4026,-0.30310000000000004
364,51.4026,-0.2636
365,51.4026,-0.22410000000000002
366,51.4026,-0.18460000000000004
367,51.4026,-0.1451
368,51.4026,-0.10560000000000003
369,51.4026,-0.06610000000000005
370,51.4026,-0.026600000000000068
371,51.4026,0.012900000000000023
372,51.4026,0.0524
373,51.4026,0.09189999999999998
374,51.4026,0.13139999999999996
375,51.4026,0.17089999999999994
376,51.4026,0.21040000000000003
377,51.4026,0.2499
378,51.385099999999994,-0.5401
379,51.385099999999994,-0.5006
380,51.385099999999994,-0.4611
381,51.385099999999994,-0.42160000000000003
382,51.385099999999994,-0.3821
383,51.385099999999994,-0.3426
384,51.385099999999994,-0.30310000000000004
385,51.385099999999994,-0.2636
386,51.385099999999994,-0.22410000000000002
387,51.385099999999994,-0.18460000000000004
388,51.385099999999994,-0.1451
389,51.385099999999994,-0.10560000000000003
390,51.385099999999994,-0.06610000000000005
391,51.385099999999994,-0.026600000000000068
392,51.385099999999994,0.012900000000000023
393,51.385099999999994,0.0524
394,51.385099999999994,0.09189999999999998
395,51.385099999999994,0.13139999999999996
396,51.385099999999994,0.17089999999999994
397,51.385099999999994,0.21040000000000003
398,51.385099999999994,0.2499
399,51.367599999999996,-0.5401
400,51.367599999999996,-0.5006
401,51.367599999999996,-0.4611
402,51.367599999999996,-0.42160000000000003
403,51.367599999999996,-0.3821
404,51.367599999999996,-0.3426
405,51.367599999999996,-0.30310000000000004
406,51.367599999999996,-0.2636
407,51.367599999999996,-0.22410000000000002
408,51.367599999999996,-0.18460000000000004
409,51.367599999999996,-0.1451
410,51.367599999999996,-0.10560000000000003
411,51.367599999999996,-0.06610000000000005
412,51.367599999999996,-0.026600000000000068
413,51.367599999999996,0.012900000000000023
414,51.367599999999996,0.0524
415,51.367599999999996,0.09189999999999998
416,51.367599999999996,0.13139999999999996
417,51.367599999999996,0.17089999999999994
418,51.367599999999996,0.21040000000000003
419,51.367599999999996,0.2499
420,51.3501,-0.5401
421,51.3501,-0.5006
422,51.3501,-0.4611
423,51.3501,-0.42160000000000003
424,51.3501,-0.3821
425,51.3501,-0.3426
426,51.3501,-0.30310000000000004
427,51.3501,-0.2636
428,51.3501,-0.22410000000000002
429,51.3501,-0.18460000000000004
430,51.3501,-0.1451
431,51.3501,-0.10560000000000003
432,51.3501,-0.06610000000000005
433,51.3501,-0.026600000000000068
434,51.3501,0.012900000000000023
435,51.3501,0.0524
436,51.3501,0.09189999999999998
437,51.3501,0.13139999999999996
438,51.3501,0.17089999999999994
439,51.3501,0.21040000000000003
440,51.3501,0.2499
