,lat,lng
0,51.56022429999999,0.1477518
1,51.550982,0.1613165
2,51.55137260000001,0.1539179
3,51.5545121,0.118162
4,51.55386799999999,0.1491179
5,51.538857,0.126679
6,51.5833245,0.1680926
7,51.542454,0.147854
8,51.574439,0.184531
9,51.5724159,0.191415
10,51.5606607,0.0809063
11,51.57161869999999,0.1357505
12,51.5529918,0.073664
13,51.5314272,0.0556953
14,51.5541937,0.0571578
15,51.5904302,0.0820461
16,51.56176,0.12424
17,51.5628277,0.1097485
18,51.5416064,0.1144421
19,51.56653619999999,0.108877
20,51.597057,-0.1103055
21,51.6414478,-0.162859
22,51.6100246,-0.1100225
23,51.62785479999999,-0.1744365
24,51.606924,-0.123632
25,51.5908129,-0.103498
26,51.60728959999999,-0.1240166
27,51.6330023,-0.1302508
28,51.5594544,-0.1161101
29,51.625335,-0.06213
30,51.5975202,-0.1100108
31,51.5671609,-0.1081184
32,51.59066499999999,-0.1028194
33,51.564352,-0.104811
34,51.5983081,-0.0939995
35,51.6069803,-0.06824369999999999
36,51.6232118,-0.06138470000000001
37,51.6318534,-0.1425178
38,51.6491875,-0.1701622
39,51.6015046,-0.1117895
40,51.4561797,0.1499194
41,51.4475809,0.1181999
42,51.463097,0.108276
43,51.456951,0.143228
44,51.471819,0.1756122
45,51.424613,0.1065034
46,51.4627688,0.1049468
47,51.4464973,0.2314539
48,51.4806853,0.0697778
49,51.4643844,0.0999516
50,51.4864785,0.1709673
51,51.485966,0.0806751
52,51.4510091,0.0505735
53,51.452166,0.177618
54,51.4659311,-0.0192559
55,51.5314272,0.0556953
56,51.4730419,-0.0145766
57,51.4998049,0.0633238
58,51.43463690000001,0.0647727
59,51.4881402,0.0897013
60,51.5530073,-0.2858291
61,51.56222710000001,-0.2810773
62,51.5567151,-0.2836907
63,51.55293289999999,-0.2953157
64,51.57131099999999,-0.294591
65,51.5657173,-0.2785695
66,51.5518539,-0.2833466
67,51.553411,-0.2939818
68,51.5599589,-0.2794931
69,51.564833,-0.263048
70,51.5624575,-0.3057204
71,51.54569249999999,-0.2730016000000001
72,51.5603485,-0.2794967
73,51.535075,-0.204742
74,51.60203449999999,-0.2646032
75,51.553804,-0.291906
76,51.5418506,-0.2979334
77,51.5723576,-0.29481
78,51.56558460000001,-0.2772413
79,51.583229,-0.3319053
80,51.4022152,0.0160116
81,51.4279427,0.0132347
82,51.4237939,-0.0032868
83,51.40656490000001,0.0158423
84,51.4060901,0.0152405
85,51.427233,-0.0301427
86,51.4094,0.0107503
87,51.405887,0.0137012
88,51.43396680000001,0.009240199999999999
89,51.4447203,-0.023311
90,51.4481137,0.0135606
91,51.4071209,0.0116277
92,51.4659311,-0.0192559
93,51.4338942,-0.0173377
94,51.4118742,0.0144169
95,51.40585100000001,0.03443600000000001
96,51.4510091,0.0505735
97,51.439502,-0.0548638
98,51.4040776,0.0180194
99,51.4475206,-0.0419221
100,51.531363,-0.120738
101,51.52768,-0.1184807
102,51.5174966,-0.121865
103,51.52448589999999,-0.127927
104,51.5256283,-0.1102076
105,51.5118368,-0.1287987
106,51.52946799999999,-0.116019
107,51.5358723,-0.1039758
108,51.51262149999999,-0.1343593
109,51.5423705,-0.1466665
110,51.521854,-0.15723
111,51.5281631,-0.0778258
112,51.5125095,-0.1386636
113,51.5171546,-0.1222014
114,51.5120028,-0.1311901
115,51.54768439999999,-0.106152
116,51.5204368,-0.1344817
117,51.5401403,-0.09686439999999999
118,51.5594544,-0.1161101
119,51.5376656,-0.1003491
120,51.37500199999999,-0.093645
121,51.3721918,-0.1005812
122,51.37952139999999,-0.0879298
123,51.3722433,-0.1005701
124,51.37110240000001,-0.1004521
125,51.36698500000001,-0.101857
126,51.364543,-0.0987224
127,51.37354699999999,-0.103533
128,51.382502,-0.115244
129,51.3664988,-0.0991823
130,51.3733189,-0.1034816
131,51.3805541,-0.0873902
132,51.3734425,-0.1019714
133,51.38210369999999,-0.06961869999999999
134,51.3747639,-0.0965877
135,51.3647624,-0.0988004
136,51.38341459999999,-0.1081112
137,51.3560521,-0.0975858
138,51.3717556,-0.1094355
139,51.3670378,-0.0992015
140,51.5102889,-0.3226494
141,51.5126996,-0.3071672
142,51.5139723,-0.3004325
143,51.5109763,-0.3195849
144,51.4977442,-0.3058882
145,51.51060769999999,-0.30539
146,51.5131604,-0.3065402
147,51.51229379999999,-0.3044284
148,51.5225924,-0.3401223
149,51.4988055,-0.3057843
150,51.5530073,-0.2858291
151,51.4885806,-0.2225085
152,51.51135559999999,-0.3160099
153,51.5032897,-0.279763
154,51.513603,-0.298768
155,51.5199154,-0.2260455
156,51.55293289999999,-0.2953157
157,51.52757399999999,-0.3518991
158,51.5157284,-0.3019788
159,51.5126025,-0.3058761
160,51.6521594,-0.084935
161,51.66396899999999,-0.081282
162,51.6694044,-0.0413896
163,51.6638341,-0.0822729
164,51.6565622,-0.0472046
165,51.6321855,-0.0548983
166,51.670507,-0.040638
167,51.6525928,-0.08082149999999999
168,51.6387486,-0.0481128
169,51.625335,-0.06213
170,51.65119199999999,-0.0595248
171,51.64765509999999,-0.0346901
172,51.6232118,-0.06138470000000001
173,51.6285454,-0.0531661
174,51.597057,-0.1103055
175,51.65649579999999,-0.0873733
176,51.6550836,-0.0317627
177,51.6569324,-0.0475476
178,51.6348746,-0.0941278
179,51.6460854,-0.0470495
180,51.4998049,0.0633238
181,51.489497,0.069572
182,51.4879851,0.0555925
183,51.490976,0.07104869999999999
184,51.4904246,0.0662686
185,51.4806853,0.0697778
186,51.4857266,0.0695853
187,51.485966,0.0806751
188,51.5314272,0.0556953
189,51.4659311,-0.0192559
190,51.4730419,-0.0145766
191,51.4870749,0.0861403
192,51.4862402,0.012766
193,51.463097,0.108276
194,51.5179971,0.0127545
195,51.5266639,0.030151
196,51.4510091,0.0505735
197,51.5114978,-0.0105616
198,51.4990032,-0.0260935
199,51.5092351,-0.0189433
200,51.54008870000001,-0.0549844
201,51.5412465,-0.0760573
202,51.5472694,-0.0547302
203,51.5461717,-0.0553917
204,51.54924099999999,-0.059475
205,51.5281631,-0.0778258
206,51.5492109,-0.0383058
207,51.5234799,-0.0765729
208,51.55133180000001,-0.0749277
209,51.54647869999999,-0.0754005
210,51.5519204,-0.0348148
211,51.52145609999999,-0.0474242
212,51.55087109999999,-0.0526865
213,51.5264025,-0.0663622
214,51.5174472,-0.0733689
215,51.5544878,-0.0749359
216,51.5458892,-0.0540811
217,51.54324219999999,-0.0551206
218,51.558614,-0.063155
219,51.5264112,-0.0877389
220,51.4885806,-0.2225085
221,51.4926701,-0.2297
222,51.493509,-0.2241633
223,51.492512,-0.232683
224,51.5062055,-0.2297702
225,51.5199154,-0.2260455
226,51.535075,-0.204742
227,51.460366,-0.217047
228,51.5051453,-0.2239507
229,51.4930638,-0.2507463
230,51.4906028,-0.2069453
231,51.4840982,-0.2016298
232,51.5143585,-0.2493768
233,51.4871357,-0.1968395
234,51.5018983,-0.2300179
235,51.506296,-0.237229
236,51.521854,-0.15723
237,51.5215232,-0.1719027
238,51.5164971,-0.1737776
239,51.5062808,-0.2373322
240,51.597057,-0.1103055
241,51.5975202,-0.1100108
242,51.6015046,-0.1117895
243,51.5908129,-0.103498
244,51.6100246,-0.1100225
245,51.5965332,-0.1095166
246,51.59066499999999,-0.1028194
247,51.5958025,-0.1088023
248,51.606924,-0.123632
249,51.5983081,-0.0939995
250,51.5671609,-0.1081184
251,51.5957297,-0.1091805
252,51.5594544,-0.1161101
253,51.564352,-0.104811
254,51.60728959999999,-0.1240166
255,51.5901417,-0.1045505
256,51.5876448,-0.1162317
257,51.5852724,-0.07860779999999999
258,51.5864997,-0.08916349999999999
259,51.5956632,-0.06897
260,51.5888358,-0.3326844
261,51.5943251,-0.3353479
262,51.583229,-0.3319053
263,51.5934439,-0.3354209
264,51.5836444,-0.3319915
265,51.60203449999999,-0.2646032
266,51.5792191,-0.333765
267,51.5928773,-0.3341927
268,51.57131099999999,-0.294591
269,51.572973,-0.3709703
270,51.5530073,-0.2858291
271,51.5871554,-0.362553
272,51.5862322,-0.3616932
273,51.6010757,-0.3389003
274,51.55889999999999,-0.380031
275,51.55293289999999,-0.2953157
276,51.5624575,-0.3057204
277,51.56458139999999,-0.3530191
278,51.5845747,-0.3624969000000001
279,51.6071856,-0.3398684
280,51.5724159,0.191415
281,51.574439,0.184531
282,51.5833245,0.1680926
283,51.5784987,0.1801405
284,51.5749773,0.1806149
285,51.577045,0.1818712
286,51.57149750000001,0.1840271
287,51.573732,0.184193
288,51.574376,0.1833307
289,51.550982,0.1613165
290,51.5563806,0.2511485
291,51.5631133,0.217168
292,51.5982698,0.1576215
293,51.5545121,0.118162
294,51.5750032,0.1801576
295,51.57580249999999,0.1761717
296,51.551194,0.198918
297,51.5737322,0.1841932
298,51.57475239999999,0.1864764
299,51.55137260000001,0.1539179
300,51.5451832,-0.4758196
301,51.5448275,-0.4768429
302,51.5381569,-0.4866763
303,51.5475,-0.480452
304,51.5430108,-0.4813027
305,51.50203399999999,-0.466609
306,51.5444733,-0.4402383
307,51.545103,-0.47679
308,51.5446666,-0.373744
309,51.5734435,-0.4129493
310,51.5138013,-0.4731178
311,51.5475016,-0.4809784
312,51.5152405,-0.4376909
313,51.51255519999999,-0.4727323
314,51.5345907,-0.3753544
315,51.55889999999999,-0.380031
316,51.5312687,-0.4491063
317,51.5040996,-0.5421326
318,51.5087974,-0.473617
319,51.547511,-0.4810116
320,51.4728259,-0.3567693000000001
321,51.472806,-0.38628
322,51.4696181,-0.3579995
323,51.4737695,-0.3572531
324,51.4852814,-0.3738808
325,51.4722281,-0.3558032
326,51.4649075,-0.3738477
327,51.4711499,-0.3554145
328,51.4725192,-0.3853964
329,51.47750449999999,-0.3838992
330,51.484691,-0.396404
331,51.4743951,-0.3441811
332,51.459575,-0.3702805
333,51.4711152,-0.3673394
334,51.4709454,-0.3672341
335,51.47030789999999,-0.3549985
336,51.4979273,-0.4143464
337,51.47262869999999,-0.3565433
338,51.4556644,-0.3098977
339,51.5019736,-0.3824657
340,51.5401403,-0.09686439999999999
341,51.5358723,-0.1039758
342,51.54768439999999,-0.106152
343,51.5376656,-0.1003491
344,51.5412465,-0.0760573
345,51.546256,-0.1015179
346,51.5506946,-0.1099909
347,51.531363,-0.120738
348,51.5594544,-0.1161101
349,51.5281631,-0.0778258
350,51.5264112,-0.0877389
351,51.5174966,-0.121865
352,51.564352,-0.104811
353,51.5256283,-0.1102076
354,51.5234799,-0.0765729
355,51.52768,-0.1184807
356,51.5391869,-0.1026389
357,51.54734029999999,-0.1056086
358,51.54502,-0.1035058
359,51.5513197,-0.0859849
360,51.4885806,-0.2225085
361,51.535075,-0.204742
362,51.521854,-0.15723
363,51.5164971,-0.1737776
364,51.5118368,-0.1287987
365,51.5120028,-0.1311901
366,51.49563999999999,-0.189295
367,51.5274195,-0.197052
368,51.4931564,-0.1946177
369,51.4777565,-0.1232302
370,51.5174966,-0.121865
371,51.5125095,-0.1386636
372,51.5215232,-0.1719027
373,51.4871357,-0.1968395
374,51.51262149999999,-0.1343593
375,51.5081466,-0.1236835
376,51.5375155,-0.1932427
377,51.5423705,-0.1466665
378,51.5199154,-0.2260455
379,51.5210458,-0.171081
380,51.4089441,-0.2916984
381,51.4079566,-0.3052092
382,51.4111246,-0.3008741
383,51.40842790000001,-0.2850709
384,51.4089819,-0.3068359
385,51.4092554,-0.306518
386,51.40119199999999,-0.304022
387,51.4074399,-0.3075002000000001
388,51.40909329999999,-0.305501
389,51.3908607,-0.3088894
390,51.41072330000001,-0.3079709
391,51.407807,-0.3078904
392,51.4108619,-0.3079203
393,51.4121129,-0.3018392
394,51.4092123,-0.2979013
395,51.40042949999999,-0.3559128
396,51.4125887,-0.300376
397,51.4049894,-0.3038733
398,51.4137291,-0.3007654
399,51.411887,-0.299858
400,51.4635255,-0.1123267
401,51.4619767,-0.1133632
402,51.4615512,-0.1150275
403,51.46140399999999,-0.114032
404,51.465404,-0.103333
405,51.4597424,-0.1233462
406,51.4706973,-0.1084435
407,51.4678781,-0.1186146
408,51.4777565,-0.1232302
409,51.4614468,-0.1141272
410,51.4717802,-0.0928205
411,51.46144899999999,-0.114374
412,51.4606163,-0.1192564
413,51.47872049999999,-0.0860416
414,51.4742313,-0.09397230000000001
415,51.4776691,-0.1015904
416,51.461754,-0.113268
417,51.46279730000001,-0.1357623
418,51.4661104,-0.1517564
419,51.4624866,-0.1118775
420,51.4447203,-0.023311
421,51.4453026,-0.019532
422,51.44209799999999,-0.0329853
423,51.4457962,-0.019823
424,51.4659311,-0.0192559
425,51.4480647,-0.0174428
426,51.4528725,-0.0384527
427,51.427233,-0.0301427
428,51.4389109,-0.0332485
429,51.4730419,-0.0145766
430,51.4475206,-0.0419221
431,51.442434,-0.0345573
432,51.43396680000001,0.009240199999999999
433,51.439502,-0.0548638
434,51.4648145,-0.0163326
435,51.43993769999999,-0.0558863
436,51.4481137,0.0135606
437,51.453706,-0.008466
438,51.4338942,-0.0173377
439,51.4237939,-0.0032868
440,51.3999561,-0.1965326
441,51.3974462,-0.1897535
442,51.3842183,-0.1741128
443,51.400277,-0.196222
444,51.4171196,-0.1265812
445,51.42562,-0.1700304
446,51.4348278,-0.1616152
447,51.3728161,-0.1685338
448,51.4191961,-0.1616902
449,51.4094046,-0.2296576
450,51.4157374,-0.1922665
451,51.4093203,-0.1422788
452,51.43925280000001,-0.1969549
453,51.4001189,-0.2386275
454,51.418199,-0.178305
455,51.3713406,-0.227292
456,51.3844413,-0.2127609
457,51.40212289999999,-0.1939211
458,51.4436085,-0.1533777
459,51.382502,-0.115244
460,51.4998049,0.0633238
461,51.5314272,0.0556953
462,51.50222429999999,0.0460152
463,51.5266639,0.030151
464,51.5179971,0.0127545
465,51.5133652,0.031943
466,51.4879851,0.0555925
467,51.5114978,-0.0105616
468,51.5333073,0.0548623
469,51.4730419,-0.0145766
470,51.5447081,0.0497489
471,51.4659311,-0.0192559
472,51.5373557,0.02850049999999999
473,51.5541937,0.0571578
474,51.5092351,-0.0189433
475,51.490976,0.07104869999999999
476,51.5488635,0.0250371
477,51.5403367,0.0509615
478,51.5037864,0.0043757
479,51.5213342,-0.0187645
480,51.5606607,0.0809063
481,51.5541937,0.0571578
482,51.5529918,0.073664
483,51.5585941,0.06982089999999999
484,51.5595303,0.07688289999999999
485,51.5314272,0.0556953
486,51.56341,0.067203
487,51.558497,0.0697337
488,51.5447081,0.0497489
489,51.5518842,0.0503033
490,51.5576857,0.074028
491,51.559107,0.08526399999999999
492,51.56414299999999,0.082761
493,51.5403367,0.0509615
494,51.5764917,0.0677083
495,51.55228220000001,0.051807
496,51.5488635,0.0250371
497,51.5904302,0.0820461
498,51.5488493,0.0606979
499,51.5730949,0.0834355
500,51.4460899,-0.3283523
501,51.4556644,-0.3098977
502,51.4474351,-0.3287203
503,51.4485854,-0.3249268
504,51.446405,-0.3258743
505,51.4470091,-0.3285569
506,51.44912189999999,-0.329301
507,51.4471713,-0.3282362
508,51.4728259,-0.3567693000000001
509,51.4493535,-0.3228136
510,51.472806,-0.38628
511,51.4089441,-0.2916984
512,51.4482889,-0.3294418
513,51.40842790000001,-0.2850709
514,51.4696181,-0.3579995
515,51.450982,-0.3322754
516,51.4503236,-0.331654
517,51.40042949999999,-0.3559128
518,51.445624,-0.334495
519,51.46478,-0.264931
520,51.5039791,-0.0817484
521,51.4895343,-0.0788603
522,51.50401799999999,-0.0912151
523,51.49741290000001,-0.0897582
524,51.4942977,-0.09242629999999999
525,51.50420219999999,-0.0952156
526,51.5174472,-0.0733689
527,51.4888168,-0.0916705
528,51.4922571,-0.0614263
529,51.5234799,-0.0765729
530,51.4896618,-0.0889162
531,51.5047921,-0.09259210000000001
532,51.4873978,-0.0816619
533,51.5116624,-0.06875429999999999
534,51.4873632,-0.0955082
535,51.5281631,-0.0778258
536,51.4830149,-0.0654727
537,51.47872049999999,-0.0860416
538,51.49974,-0.106772
539,51.50077040000001,-0.09418889999999999
540,51.3709353,-0.1945055
541,51.3621337,-0.1934634
542,51.3677641,-0.1948553
543,51.3728161,-0.1685338
544,51.3610154,-0.1922471
545,51.366117,-0.194161
546,51.3842183,-0.1741128
547,51.3611722,-0.1925994
548,51.3548315,-0.1627773
549,51.3713406,-0.227292
550,51.382502,-0.115244
551,51.3215043,-0.1376568
552,51.3844413,-0.2127609
553,51.3843031,-0.1736834
554,51.3768398,-0.2369996
555,51.4001189,-0.2386275
556,51.4171196,-0.1265812
557,51.3601188,-0.1917584
558,51.4093203,-0.1422788
559,51.383167,-0.1901338
560,51.5114978,-0.0105616
561,51.5092351,-0.0189433
562,51.5113537,-0.0124166
563,51.5114481,-0.01083
564,51.5213342,-0.0187645
565,51.5179971,0.0127545
566,51.4990032,-0.0260935
567,51.5086877,-0.010369
568,51.5113542,-0.0137607
569,51.5037864,0.0043757
570,51.5030557,-0.0186092
571,51.511505,-0.0277481
572,51.52145609999999,-0.0474242
573,51.497864,-0.024775
574,51.51284,-0.041943
575,51.4730419,-0.0145766
576,51.4659311,-0.0192559
577,51.4922571,-0.0614263
578,51.5234799,-0.0765729
579,51.5174472,-0.0733689
580,51.5892973,-0.0193107
581,51.581384,-0.018226
582,51.5810564,-0.0011797
583,51.587981,-0.0037904
584,51.5757784,-0.0142442
585,51.5812126,-0.0331504
586,51.57637399999999,-0.011834
587,51.5905536,-0.0045217
588,51.5775741,-0.0299321
589,51.5844072,-0.0194185
590,51.5874288,-0.039718
591,51.589208,-0.029511
592,51.5759719,-0.0118354
593,51.5942976,0.0221652
594,51.6071802,0.0009035000000000001
595,51.5548941,-0.0051274
596,51.6079473,0.0370108
597,51.5541937,0.0571578
598,51.5956632,-0.06897
599,51.5852724,-0.07860779999999999
600,51.45741289999999,-0.1964684
601,51.45073379999999,-0.1990749
602,51.460366,-0.217047
603,51.43925280000001,-0.1969549
604,51.4572656,-0.1944132
605,51.4661104,-0.1517564
606,51.4401355,-0.1870035
607,51.4885806,-0.2225085
608,51.4430299,-0.1538138
609,51.4348278,-0.1616152
610,51.4436085,-0.1533777
611,51.4635255,-0.1123267
612,51.4459128,-0.1981536
613,51.4701317,-0.1720573
614,51.4541405,-0.1938639
615,51.42562,-0.1700304
616,51.4171196,-0.1265812
617,51.4777565,-0.1232302
618,51.4602093,-0.1778023
619,51.4552543,-0.1931943
620,51.5118368,-0.1287987
621,51.5174966,-0.121865
622,51.51262149999999,-0.1343593
623,51.494557,-0.1460099
624,51.5125095,-0.1386636
625,51.5120028,-0.1311901
626,51.4777565,-0.1232302
627,51.49974,-0.106772
628,51.5018173,-0.1108953
629,51.4865675,-0.1190562
630,51.5036673,-0.1149153
631,51.51166509999999,-0.1278941
632,51.5081466,-0.1236835
633,51.4888168,-0.0916705
634,51.4896618,-0.0889162
635,51.49741290000001,-0.0897582
636,51.521854,-0.15723
637,51.4891587,-0.1175265
638,51.4873632,-0.0955082
639,51.4635255,-0.1123267
